<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI,D,04/08/16,00:00:00,915.1500000,927.5000000,913.4400000,927.5000000,367888178
RTSI,D,05/08/16,00:00:00,932.2500000,938.7200000,931.2700000,935.4600000,330368991
RTSI,D,08/08/16,00:00:00,936.6300000,953.6400000,936.6300000,953.6400000,314088149
RTSI,D,09/08/16,00:00:00,952.4900000,958.0500000,944.1300000,953.9800000,355711477
RTSI,D,10/08/16,00:00:00,951.4600000,957.4900000,944.9800000,946.6300000,334796183
RTSI,D,11/08/16,00:00:00,942.7400000,952.8100000,937.3200000,952.8100000,342911911
RTSI,D,12/08/16,00:00:00,957.6800000,965.6300000,950.7600000,954.5800000,365446549
RTSI,D,15/08/16,00:00:00,957.3800000,975.5700000,955.7500000,972.1000000,382161664
RTSI,D,16/08/16,00:00:00,972.8400000,987.0700000,965.8700000,974.8200000,453880787
RTSI,D,17/08/16,00:00:00,973.7200000,973.7200000,962.3700000,965.3900000,396298925
RTSI,D,18/08/16,00:00:00,972.8400000,981.5600000,967.0100000,975.0400000,404482210
RTSI,D,19/08/16,00:00:00,976.2300000,977.0000000,963.7200000,965.6800000,312909817
RTSI,D,22/08/16,00:00:00,964.4300000,965.1400000,954.6600000,963.2900000,319553811
RTSI,D,23/08/16,00:00:00,960.4900000,975.5800000,959.2000000,972.2500000,360872776
RTSI,D,24/08/16,00:00:00,969.5700000,969.8600000,954.6500000,958.0400000,324152188
RTSI,D,25/08/16,00:00:00,958.8000000,967.4500000,955.6300000,966.2900000,468999296
RTSI,D,26/08/16,00:00:00,966.5900000,977.8100000,958.5600000,973.4300000,475367881
RTSI,D,29/08/16,00:00:00,964.6500000,964.6500000,953.7400000,962.0800000,297908657
RTSI,D,30/08/16,00:00:00,965.8600000,969.9700000,957.6200000,958.6700000,346895161
RTSI,D,31/08/16,00:00:00,958.6000000,959.6200000,947.3400000,950.2500000,453725525
RTSI,D,01/09/16,00:00:00,952.9300000,954.2300000,944.8800000,944.9600000,338515556
RTSI,D,02/09/16,00:00:00,945.3600000,971.6600000,945.3600000,969.8600000,429893438
RTSI,D,05/09/16,00:00:00,972.0500000,984.7900000,970.5300000,977.4500000,412276227
RTSI,D,06/09/16,00:00:00,978.2500000,995.6300000,978.2100000,995.3500000,514596796
RTSI,D,07/09/16,00:00:00,996.4300000,1007.2000000,996.3900000,1005.7700000,614349286
RTSI,D,08/09/16,00:00:00,1011.1800000,1017.3200000,1004.0600000,1013.1100000,488060315
RTSI,D,09/09/16,00:00:00,1006.8600000,1006.8600000,987.8700000,987.8700000,352346507
RTSI,D,12/09/16,00:00:00,980.2900000,984.7200000,967.5100000,983.7800000,473868335
RTSI,D,13/09/16,00:00:00,985.4700000,988.0300000,967.1000000,968.5300000,337289408
RTSI,D,14/09/16,00:00:00,966.6600000,976.6600000,966.0300000,970.5600000,367580304
RTSI,D,15/09/16,00:00:00,968.5600000,971.5500000,961.4200000,970.9300000,440973121
RTSI,D,16/09/16,00:00:00,971.8600000,972.6300000,953.1200000,961.4100000,559388744
RTSI,D,19/09/16,00:00:00,960.0900000,971.5400000,960.0900000,969.7500000,367015524
RTSI,D,20/09/16,00:00:00,967.1200000,970.1100000,957.3500000,969.7100000,341895729
RTSI,D,21/09/16,00:00:00,970.1900000,980.8400000,970.1900000,979.5400000,360134502
RTSI,D,22/09/16,00:00:00,990.5000000,1003.3600000,986.6400000,1002.1300000,494469492
